id,name,phone,email,company,status,disposition,summary,called_at_iso,log_id
16559,GADGETOLOGY NETWORK PRIVATE LIMITED,+917899402171,support@gadgetology.in,GADGETOLOGY NETWORK PRIVATE LIMITED,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:46:41.661024Z,
16560,Square network solutions Pvt Ltd,+919840987432,sales@squarenet.in,Square network solutions Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:44:17.936300Z,
16561,Orchids Network & Systems (I) Private Limited,+919880799977,sales@onsipl.com,Orchids Network & Systems (I) Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:41:46.786559Z,
16562,Prodigy Computers and Laptops Pvt Lt,+919985356363,prodigyhyderabad@gmail.com,Prodigy Computers and Laptops Pvt Lt,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:38:39.580199Z,
16563,Amoolya Systems Technologies,+919980199974,murali@amoolyasystems.com,Amoolya Systems Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:35:16.363257Z,
16564,Smart Branding Solutions,+919381784215,info@smartbranding.top,Smart Branding Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:33:08.559253Z,
16565,Direct HP,+919167986287,hplulu.bng@it-world.in,Direct HP,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:30:09.757987Z,
16566,Globrands Lifestyle Pvt Ltd,+919900026647,enquiry@globrandslifestyle.com,Globrands Lifestyle Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:28:49.849529Z,
16567,CustomWish Corporate Gifts,+919886888572,contact@thecustomwish.com,CustomWish Corporate Gifts,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:27:27.738422Z,
16568,Edream,+919663377073,contact@edream.co.in,Edream,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:25:57.630934Z,
16569,B M Traders,+919886081173,Bmtraders05@gmail.com,B M Traders,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:22:44.610312Z,
16570,LAPTOP STORE INDIA,+919500156666,asusstoremarathahalli@laptopstoreindia.com,LAPTOP STORE INDIA,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:16:59.916023Z,
16571,Lenovo India Pvt Ltd,+919739923854,arao4@lenovo.com,Lenovo India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:14:27.842814Z,
16572,EXPERT ENTERPRISES,+919826609826,expertenterprises003@gmail.com,EXPERT ENTERPRISES,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:12:28.975708Z,
16573,RBN Enterprises,+917989692726,hemamurthy0508@gmail.com,RBN Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:11:31.070092Z,
16574,OM INFOTECH,+919587194871,info@ominfotechindia.com,OM INFOTECH,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:10:37.272938Z,
16575,Netsoft Systems & Networks,+919845130939,sales@netsoftindia.co.in,Netsoft Systems & Networks,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:02:23.674845Z,
16576,Microtouch Infotech Pvt Ltd,+919448066586,info@microtouch.co.in,Microtouch Infotech Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:01:13.750415Z,
16577,Kothari Electro World,+917892898221,kotharielectroworld@yahoo.com,Kothari Electro World,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:59:33.334258Z,
16578,System Needs,+919845543444,support@systemneeds.in,System Needs,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:59:01.582263Z,
16579,K. S. Reddy's Enterprises,+919986015112,www.mishop.in@gmail.com,K. S. Reddy's Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:57:05.581177Z,
16580,GADGETOLOGY NETWORK PRIVATE LIMITED,+917899402171,support@gadgetology.in,GADGETOLOGY NETWORK PRIVATE LIMITED,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:54:37.585296Z,
16581,Orchids Network & Systems (I) Private Limited,+919880799977,sales@onsipl.com,Orchids Network & Systems (I) Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:48:53.981614Z,
16582,Prodigy Computers and Laptops Pvt Lt,+919985356363,prodigyhyderabad@gmail.com,Prodigy Computers and Laptops Pvt Lt,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:46:11.574059Z,
16583,Sanbay Networking (P) Ltd,+919885147594,prem@sanbay.net,Sanbay Networking (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:44:43.401046Z,
16584,Amoolya Systems Technologies,+919980199974,murali@amoolyasystems.com,Amoolya Systems Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:43:04.961273Z,
16585,LITEON POWER SOLUTIONS,+919513444408,liteonpowersolutions@gmail.com,LITEON POWER SOLUTIONS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:42:13.080392Z,
16586,Smart Branding Solutions,+919381784215,info@smartbranding.top,Smart Branding Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:41:43.390404Z,
16587,Shweta Computers Inc,+919347790649,info@shwetacomputers.com,Shweta Computers Inc,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:40:09.192507Z,
16588,Direct HP,+919167986287,hplulu.bng@it-world.in,Direct HP,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:39:02.743011Z,
16589,Globrands Lifestyle Pvt Ltd,+919900026647,enquiry@globrandslifestyle.com,Globrands Lifestyle Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:36:40.328126Z,
16590,CustomWish Corporate Gifts,+919886888572,contact@thecustomwish.com,CustomWish Corporate Gifts,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:35:14.139062Z,
16591,B M Traders,+919886081173,Bmtraders05@gmail.com,B M Traders,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:32:55.681006Z,
16592,LAPTOP STORE INDIA,+919500156666,asusstoremarathahalli@laptopstoreindia.com,LAPTOP STORE INDIA,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:31:08.946982Z,
16593,MetaCore Technologies,+916363677246,arjun@metacoretechnologies.in,MetaCore Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:30:00.432201Z,
16594,Lenovo India Pvt Ltd,+919739923854,arao4@lenovo.com,Lenovo India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:29:45.142267Z,
16595,Orchids Network & Systems (I) Private Limited,+919880799977,sales@onsipl.com,Orchids Network & Systems (I) Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:22:10.657620Z,
16596,Vasanth & Co,+919333593335,onlinesupport@vasanthandco.com,Vasanth & Co,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:17:03.499041Z,
16597,Amoolya Systems Technologies,+919980199974,murali@amoolyasystems.com,Amoolya Systems Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:15:21.603662Z,
16598,GBS Infoo Systems,+919941054646,info@gbssystems.com,GBS Infoo Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:09:06.841190Z,
16599,Direct HP,+919167986287,hplulu.bng@it-world.in,Direct HP,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:06:09.944578Z,
16600,Green Roots,+919962214100,gifts@thegreenroots.in,Green Roots,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:02:19.574281Z,
16601,EVEREST & CO,+919840314901,everestgift@gmail.com,EVEREST & CO,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:01:17.676831Z,
16602,Supreme Computer India Pvt Ltd,+919500017188,esupport@supremeindia.com,Supreme Computer India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T08:00:04.835821Z,
16603,Globrands Lifestyle Pvt Ltd,+919900026647,enquiry@globrandslifestyle.com,Globrands Lifestyle Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:58:50.668021Z,
16604,Stylerz Gifts Inc,+919500117865,designerstylerz@gmail.com,Stylerz Gifts Inc,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:57:56.854297Z,
16605,Sri Vinayaga Bag Industries,+919840278198,d.vinayagam@yahoo.co.in,Sri Vinayaga Bag Industries,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:57:37.536755Z,
16606,CustomWish Corporate Gifts,+919886888572,contact@thecustomwish.com,CustomWish Corporate Gifts,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:56:11.908221Z,
16607,Edream,+919663377073,contact@edream.co.in,Edream,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:55:25.702600Z,
16608,B M Traders,+919886081173,Bmtraders05@gmail.com,B M Traders,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:53:55.158382Z,
16609,LAPTOP STORE INDIA,+919500156666,asusstoremarathahalli@laptopstoreindia.com,LAPTOP STORE INDIA,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:53:31.653125Z,
16610,Lenovo India Pvt Ltd,+919739923854,arao4@lenovo.com,Lenovo India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:49:18.594170Z,
16611,ABM ASSOCIATES,+917353698596,abm017associates@gmail.com,ABM ASSOCIATES,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:46:08.178190Z,
16612,Vinayak Aircon,+919988210297,care.kps@gmail.com,Vinayak Aircon,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:45:38.603227Z,
16613,Technogreen Airconditioning Pvt Ltd,+919538867796,salestg@technogreenindia.in,Technogreen Airconditioning Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:44:01.879916Z,
16614,CNC Associates,+919902070764,cncassociates@gmail.com,CNC Associates,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:43:24.266056Z,
16615,SECUNDERABAD REFRIGERATION & ELECTRICALS,+919866470590,refrigeration@gmail.com,SECUNDERABAD REFRIGERATION & ELECTRICALS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:41:18.629664Z,
16616,Ind Air Con Engineers Pvt. Ltd.,+919880011011,dinesh@indaircon.com,Ind Air Con Engineers Pvt. Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:40:59.254190Z,
16617,Terra Cool Solutions,+919880417067,sales@terracoolsolutions.in,Terra Cool Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:39:21.559866Z,
16618,Peak Systems Refrigeration Pvt Ltd,+919995488111,customer.support@peaksystems.in,Peak Systems Refrigeration Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:37:53.463658Z,
16619,STRATPRO HVACR AND BUILDING SOLUTIONS PVT LIMITED,+919663961123,srihari@stratprosolutions.com,STRATPRO HVACR AND BUILDING SOLUTIONS PVT LIMITED,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:34:48.891534Z,
16620,APEX HVAC ENGINEERS,+919141882774,service@apexhvacengineers.com,APEX HVAC ENGINEERS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:33:22.875939Z,
16621,Ind Air Con Engineers Pvt Ltd,+919880011011,sathya@indaircon.com,Ind Air Con Engineers Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:32:10.925450Z,
16622,Panasonic Brand Store Rds & Co,+918291095721,modernworld.ap@gmail.com,Panasonic Brand Store Rds & Co,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:26:19.665029Z,
16623,Lakpad Comfort Aircon Systems,+919566520909,harish@lakpadcomfort.com,Lakpad Comfort Aircon Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:19:38.138353Z,
